date,base_currency,target_currency,rate,_fivetran_synced
2026-05-08,GBP,AUD,1.9486,2026-05-08T21:59:00Z
2026-05-09,GBP,USD,1.2853,2026-05-09T16:57:00Z
2026-05-09,GBP,EUR,1.159,2026-05-09T02:23:00Z
2026-05-09,GBP,CAD,1.7336,2026-05-09T16:22:00Z
2026-05-09,GBP,AUD,1.9481,2026-05-09T13:31:00Z
2026-05-10,GBP,USD,1.2652,2026-05-10T11:07:00Z
2026-05-10,GBP,EUR,1.1635,2026-05-10T21:15:00Z
2026-05-10,GBP,CAD,1.7333,2026-05-10T03:18:00Z
2026-05-10,GBP,AUD,1.922,2026-05-10T09:16:00Z
2026-05-11,GBP,USD,1.2585,2026-05-11T23:40:00Z
2026-05-11,GBP,EUR,1.1728,2026-05-11T06:59:00Z
2026-05-11,GBP,CAD,1.7122,2026-05-11T20:32:00Z
2026-05-11,GBP,AUD,1.943,2026-05-11T01:59:00Z
2026-05-12,GBP,USD,1.2685,2026-05-12T19:54:00Z
2026-05-12,GBP,EUR,1.1695,2026-05-12T11:00:00Z
2026-05-12,GBP,CAD,1.7246,2026-05-12T10:19:00Z
2026-05-12,GBP,AUD,1.9242,2026-05-12T00:22:00Z
2026-05-13,GBP,USD,1.2856,2026-05-13T05:25:00Z
2026-05-13,GBP,EUR,1.1642,2026-05-13T03:27:00Z
2026-05-13,GBP,CAD,1.7197,2026-05-13T02:33:00Z
2026-05-13,GBP,AUD,1.9306,2026-05-13T04:26:00Z
2026-05-14,GBP,USD,1.255,2026-05-14T15:00:00Z
2026-05-14,GBP,EUR,1.1562,2026-05-14T21:16:00Z
2026-05-14,GBP,CAD,1.709,2026-05-14T12:23:00Z
2026-05-14,GBP,AUD,1.922,2026-05-14T13:57:00Z
2026-05-15,GBP,USD,1.2573,2026-05-15T08:06:00Z
2026-05-15,GBP,EUR,1.1896,2026-05-15T21:53:00Z
2026-05-15,GBP,CAD,1.7176,2026-05-15T04:22:00Z
2026-05-15,GBP,AUD,1.9399,2026-05-15T00:22:00Z
2026-05-16,GBP,USD,1.2853,2026-05-16T22:12:00Z
2026-05-16,GBP,EUR,1.1544,2026-05-16T09:02:00Z
2026-05-16,GBP,CAD,1.7053,2026-05-16T13:47:00Z
2026-05-16,GBP,AUD,1.9232,2026-05-16T01:10:00Z
2026-05-17,GBP,USD,1.2766,2026-05-17T15:42:00Z
2026-05-17,GBP,EUR,1.1893,2026-05-17T03:26:00Z
2026-05-17,GBP,CAD,1.7196,2026-05-17T15:51:00Z
2026-05-17,GBP,AUD,1.9373,2026-05-17T04:20:00Z
2026-05-18,GBP,USD,1.28,2026-05-18T12:32:00Z
2026-05-18,GBP,EUR,1.179,2026-05-18T23:53:00Z
2026-05-18,GBP,CAD,1.733,2026-05-18T04:07:00Z
2026-05-18,GBP,AUD,1.9483,2026-05-18T00:08:00Z
2026-05-19,GBP,USD,1.2562,2026-05-19T16:00:00Z
2026-05-19,GBP,EUR,1.1807,2026-05-19T07:03:00Z
2026-05-19,GBP,CAD,1.7271,2026-05-19T10:27:00Z
2026-05-19,GBP,AUD,1.9491,2026-05-19T23:00:00Z
2026-05-20,GBP,USD,1.2674,2026-05-20T09:18:00Z
2026-05-20,GBP,EUR,1.1694,2026-05-20T13:15:00Z
2026-05-20,GBP,CAD,1.7247,2026-05-20T23:32:00Z
2026-05-20,GBP,AUD,1.9175,2026-05-20T08:49:00Z
2026-05-21,GBP,USD,1.2546,2026-05-21T08:44:00Z
2026-05-21,GBP,EUR,1.1599,2026-05-21T13:12:00Z
2026-05-21,GBP,CAD,1.719,2026-05-21T03:44:00Z
2026-05-21,GBP,AUD,1.9392,2026-05-21T19:11:00Z
2026-05-22,GBP,USD,1.2575,2026-05-22T18:40:00Z
2026-05-22,GBP,EUR,1.1754,2026-05-22T07:07:00Z
2026-05-22,GBP,CAD,1.7053,2026-05-22T01:17:00Z
2026-05-22,GBP,AUD,1.9496,2026-05-22T04:27:00Z
2026-05-23,GBP,USD,1.2507,2026-05-23T06:05:00Z
2026-05-23,GBP,EUR,1.1846,2026-05-23T12:26:00Z
2026-05-23,GBP,CAD,1.721,2026-05-23T22:40:00Z
2026-05-23,GBP,AUD,1.9492,2026-05-23T07:21:00Z
2026-05-24,GBP,USD,1.267,2026-05-24T01:32:00Z
2026-05-24,GBP,EUR,1.1671,2026-05-24T01:19:00Z
2026-05-24,GBP,CAD,1.7044,2026-05-24T11:17:00Z
2026-05-24,GBP,AUD,1.9477,2026-05-24T22:26:00Z
2026-05-25,GBP,USD,1.2599,2026-05-25T01:11:00Z
2026-05-25,GBP,EUR,1.1516,2026-05-25T01:42:00Z
2026-05-25,GBP,CAD,1.7298,2026-05-25T06:18:00Z
2026-05-25,GBP,AUD,1.9289,2026-05-25T19:06:00Z
2026-05-26,GBP,USD,1.2672,2026-05-26T08:31:00Z
2026-05-26,GBP,EUR,1.1645,2026-05-26T09:07:00Z
2026-05-26,GBP,CAD,1.7039,2026-05-26T00:43:00Z
2026-05-26,GBP,AUD,1.9321,2026-05-26T04:21:00Z
2026-05-27,GBP,USD,1.2644,2026-05-27T11:47:00Z
2026-05-27,GBP,EUR,1.1812,2026-05-27T16:38:00Z
2026-05-27,GBP,CAD,1.7149,2026-05-27T20:17:00Z
2026-05-27,GBP,AUD,1.9184,2026-05-27T12:05:00Z
2026-05-28,GBP,USD,1.2855,2026-05-28T04:40:00Z
2026-05-28,GBP,EUR,1.1797,2026-05-28T03:02:00Z
2026-05-28,GBP,CAD,1.7235,2026-05-28T20:52:00Z
2026-05-28,GBP,AUD,1.9176,2026-05-28T22:28:00Z
2026-05-29,GBP,USD,1.287,2026-05-29T02:34:00Z
2026-05-29,GBP,EUR,1.1748,2026-05-29T09:46:00Z
2026-05-29,GBP,CAD,1.719,2026-05-29T06:34:00Z
2026-05-29,GBP,AUD,1.9388,2026-05-29T01:08:00Z
2026-05-30,GBP,USD,1.2577,2026-05-30T17:45:00Z
2026-05-30,GBP,EUR,1.1601,2026-05-30T17:22:00Z
2026-05-30,GBP,CAD,1.7358,2026-05-30T14:40:00Z
2026-05-30,GBP,AUD,1.9387,2026-05-30T13:04:00Z
2026-05-31,GBP,USD,1.2693,2026-05-31T16:59:00Z
2026-05-31,GBP,EUR,1.1881,2026-05-31T00:10:00Z
2026-05-31,GBP,CAD,1.724,2026-05-31T22:08:00Z
2026-05-31,GBP,AUD,1.9216,2026-05-31T18:03:00Z
2026-06-01,GBP,USD,1.2818,2026-06-01T22:12:00Z
2026-06-01,GBP,EUR,1.1796,2026-06-01T12:31:00Z
2026-06-01,GBP,CAD,1.7274,2026-06-01T16:04:00Z
2026-06-01,GBP,AUD,1.9166,2026-06-01T16:24:00Z
2026-06-02,GBP,USD,1.2725,2026-06-02T12:25:00Z
2026-06-02,GBP,EUR,1.1743,2026-06-02T06:11:00Z
2026-06-02,GBP,CAD,1.7001,2026-06-02T18:13:00Z
2026-06-02,GBP,AUD,1.9337,2026-06-02T00:56:00Z
2026-06-03,GBP,USD,1.2871,2026-06-03T16:29:00Z
2026-06-03,GBP,EUR,1.1702,2026-06-03T23:33:00Z
2026-06-03,GBP,CAD,1.7104,2026-06-03T07:18:00Z
2026-06-03,GBP,AUD,1.9383,2026-06-03T17:07:00Z
2026-06-04,GBP,USD,1.2568,2026-06-04T01:34:00Z
2026-06-04,GBP,EUR,1.1595,2026-06-04T01:40:00Z
2026-06-04,GBP,CAD,1.7059,2026-06-04T08:59:00Z
2026-06-04,GBP,AUD,1.9153,2026-06-04T01:41:00Z
2026-06-05,GBP,USD,1.2892,2026-06-05T06:34:00Z
2026-06-05,GBP,EUR,1.1546,2026-06-05T20:22:00Z
2026-06-05,GBP,CAD,1.7253,2026-06-05T11:20:00Z
2026-06-05,GBP,AUD,1.9133,2026-06-05T22:56:00Z
2026-06-06,GBP,USD,1.272,2026-06-06T23:08:00Z
2026-06-06,GBP,EUR,1.1663,2026-06-06T19:18:00Z
2026-06-06,GBP,CAD,1.713,2026-06-06T01:40:00Z
2026-06-06,GBP,AUD,1.9426,2026-06-06T11:14:00Z
2026-06-07,GBP,USD,1.2792,2026-06-07T08:11:00Z
2026-06-07,GBP,EUR,1.1602,2026-06-07T00:34:00Z
2026-06-07,GBP,CAD,1.7263,2026-06-07T18:06:00Z
2026-06-07,GBP,AUD,1.9389,2026-06-07T22:24:00Z
2026-06-08,GBP,USD,1.2878,2026-06-08T08:55:00Z
2026-06-08,GBP,EUR,1.175,2026-06-08T19:35:00Z
2026-06-08,GBP,CAD,1.7082,2026-06-08T14:14:00Z
2026-06-08,GBP,AUD,1.923,2026-06-08T06:37:00Z
2026-06-09,GBP,USD,1.2752,2026-06-09T12:09:00Z
2026-06-09,GBP,EUR,1.1678,2026-06-09T23:46:00Z
2026-06-09,GBP,CAD,1.7174,2026-06-09T04:57:00Z
2026-06-09,GBP,AUD,1.9292,2026-06-09T15:11:00Z
2026-06-10,GBP,USD,1.2684,2026-06-10T05:12:00Z
2026-06-10,GBP,EUR,1.1728,2026-06-10T23:11:00Z
2026-06-10,GBP,CAD,1.7259,2026-06-10T00:19:00Z
2026-06-10,GBP,AUD,1.9165,2026-06-10T05:52:00Z
2026-06-11,GBP,USD,1.2658,2026-06-11T19:12:00Z
2026-06-11,GBP,EUR,1.1528,2026-06-11T02:27:00Z
2026-06-11,GBP,CAD,1.7098,2026-06-11T20:25:00Z
2026-06-11,GBP,AUD,1.914,2026-06-11T16:08:00Z
2026-06-12,GBP,USD,1.2791,2026-06-12T00:38:00Z
2026-06-12,GBP,EUR,1.154,2026-06-12T12:01:00Z
2026-06-12,GBP,CAD,1.7044,2026-06-12T00:48:00Z
2026-06-12,GBP,AUD,1.9432,2026-06-12T01:08:00Z
2026-06-13,GBP,USD,1.2599,2026-06-13T02:17:00Z
2026-06-13,GBP,EUR,1.1557,2026-06-13T20:38:00Z
2026-06-13,GBP,CAD,1.7005,2026-06-13T00:50:00Z
2026-06-13,GBP,AUD,1.9143,2026-06-13T23:52:00Z
2026-06-14,GBP,USD,1.2635,2026-06-14T22:05:00Z
2026-06-14,GBP,EUR,1.1581,2026-06-14T15:48:00Z
2026-06-14,GBP,CAD,1.7225,2026-06-14T14:52:00Z
2026-06-14,GBP,AUD,1.9165,2026-06-14T10:30:00Z
2026-06-15,GBP,USD,1.2562,2026-06-15T01:34:00Z
2026-06-15,GBP,EUR,1.1777,2026-06-15T20:34:00Z
2026-06-15,GBP,CAD,1.7049,2026-06-15T01:06:00Z
2026-06-15,GBP,AUD,1.9318,2026-06-15T03:32:00Z
2026-06-16,GBP,USD,1.2855,2026-06-16T13:09:00Z
2026-06-16,GBP,EUR,1.15,2026-06-16T07:01:00Z
2026-06-16,GBP,CAD,1.7091,2026-06-16T12:09:00Z
2026-06-16,GBP,AUD,1.9241,2026-06-16T09:14:00Z
2026-06-17,GBP,USD,1.2869,2026-06-17T21:24:00Z
2026-06-17,GBP,EUR,1.1775,2026-06-17T22:52:00Z
2026-06-17,GBP,CAD,1.7361,2026-06-17T15:10:00Z
2026-06-17,GBP,AUD,1.9496,2026-06-17T07:06:00Z
2026-06-18,GBP,USD,1.2883,2026-06-18T09:22:00Z
2026-06-18,GBP,EUR,1.1531,2026-06-18T10:07:00Z
2026-06-18,GBP,CAD,1.7144,2026-06-18T02:57:00Z
2026-06-18,GBP,AUD,1.9117,2026-06-18T04:11:00Z
2026-06-19,GBP,USD,1.2671,2026-06-19T10:38:00Z
2026-06-19,GBP,EUR,1.1573,2026-06-19T13:09:00Z
2026-06-19,GBP,CAD,1.7357,2026-06-19T21:19:00Z
2026-06-19,GBP,AUD,1.935,2026-06-19T09:22:00Z
2026-06-20,GBP,USD,1.285,2026-06-20T08:58:00Z
2026-06-20,GBP,EUR,1.17,2026-06-20T11:59:00Z
2026-06-20,GBP,CAD,1.7106,2026-06-20T22:51:00Z
2026-06-20,GBP,AUD,1.9131,2026-06-20T00:55:00Z
2026-06-21,GBP,USD,1.2873,2026-06-21T04:49:00Z
2026-06-21,GBP,EUR,1.1762,2026-06-21T10:09:00Z
2026-06-21,GBP,CAD,1.7156,2026-06-21T23:50:00Z
2026-06-21,GBP,AUD,1.9414,2026-06-21T15:52:00Z
2026-06-22,GBP,USD,1.2527,2026-06-22T18:27:00Z
2026-06-22,GBP,EUR,1.1884,2026-06-22T08:09:00Z
2026-06-22,GBP,CAD,1.7036,2026-06-22T04:11:00Z
2026-06-22,GBP,AUD,1.9407,2026-06-22T11:20:00Z
2026-06-23,GBP,USD,1.2698,2026-06-23T15:44:00Z
2026-06-23,GBP,EUR,1.1889,2026-06-23T19:50:00Z
2026-06-23,GBP,CAD,1.7255,2026-06-23T04:51:00Z
2026-06-23,GBP,AUD,1.9478,2026-06-23T07:24:00Z
2026-06-24,GBP,USD,1.2667,2026-06-24T15:34:00Z
2026-06-24,GBP,EUR,1.1714,2026-06-24T17:34:00Z
2026-06-24,GBP,CAD,1.7329,2026-06-24T12:05:00Z
2026-06-24,GBP,AUD,1.9332,2026-06-24T13:33:00Z
2026-06-25,GBP,USD,1.2731,2026-06-25T22:51:00Z
2026-06-25,GBP,EUR,1.1799,2026-06-25T22:05:00Z
2026-06-25,GBP,CAD,1.7094,2026-06-25T00:13:00Z
2026-06-25,GBP,AUD,1.9498,2026-06-25T00:23:00Z
2026-06-26,GBP,USD,1.2723,2026-06-26T04:58:00Z
2026-06-26,GBP,EUR,1.1544,2026-06-26T11:23:00Z
2026-06-26,GBP,CAD,1.734,2026-06-26T04:18:00Z
2026-06-26,GBP,AUD,1.9284,2026-06-26T17:59:00Z
2026-06-27,GBP,USD,1.2865,2026-06-27T07:13:00Z
2026-06-27,GBP,EUR,1.1831,2026-06-27T01:47:00Z
2026-06-27,GBP,CAD,1.7055,2026-06-27T22:45:00Z
2026-06-27,GBP,AUD,1.9157,2026-06-27T23:01:00Z
2026-06-28,GBP,USD,1.2778,2026-06-28T13:23:00Z
2026-06-28,GBP,EUR,1.1522,2026-06-28T03:42:00Z
2026-06-28,GBP,CAD,1.7233,2026-06-28T15:53:00Z
2026-06-28,GBP,AUD,1.9338,2026-06-28T05:01:00Z
2026-06-29,GBP,USD,1.2559,2026-06-29T04:05:00Z
2026-06-29,GBP,EUR,1.1598,2026-06-29T00:36:00Z
2026-06-29,GBP,CAD,1.7332,2026-06-29T13:09:00Z
2026-06-29,GBP,AUD,1.9406,2026-06-29T15:47:00Z
2026-06-30,GBP,USD,1.2556,2026-06-30T16:44:00Z
2026-06-30,GBP,EUR,1.188,2026-06-30T15:26:00Z
2026-06-30,GBP,CAD,1.7289,2026-06-30T14:50:00Z
2026-06-30,GBP,AUD,1.9358,2026-06-30T00:18:00Z
